airport_name,country,iata,status
Richmond Downs Airfield,AU,N/A,Ghost Airport
Reedys Airport,AU,N/A,Ghost Airport
Redcliffe Airport,AU,N/A,Ghost Airport
Renmark Airport,AU,RMK,Ghost Airport
Red Hill Station Airport,AU,N/A,Ghost Airport
Royal Childrens Hospital Helipad,AU,N/A,Ghost Airport
Riddell Airport,AU,N/A,Ghost Airport
Kuruc-A-Ruc South Airport,AU,N/A,Ghost Airport
Rocklands Airport,AU,N/A,Ghost Airport
Rocklea Airport,AU,N/A,Ghost Airport
Riversleigh Airport,AU,N/A,Ghost Airport
Rolleston Airport,AU,N/A,Ghost Airport
Rollo's Aerodrome,AU,N/A,Ghost Airport
Royal Melbourne Hospital Helipad,AU,N/A,Ghost Airport
Ringwood Airport,AU,N/A,Ghost Airport
Robinhood Airport,AU,ROH,Ghost Airport
Roebourne Airport,AU,RBU,Ghost Airport
Robinvale Airport,AU,RBC,Ghost Airport
Rocky River Airport,AU,N/A,Ghost Airport
Rothsay Mine Airport,AU,N/A,Ghost Airport
Ross River Airport,AU,N/A,Ghost Airport
Roper Bar Airport,AU,RPB,Ghost Airport
Rhodes Ridge Airport,AU,N/A,Ghost Airport
Raymangirr Airport,AU,N/A,Ghost Airport
Roseberth Airport,AU,RSB,Ghost Airport
Rosehill Heliport Airport,AU,N/A,Ghost Airport
Ringer Soak Airport,AU,N/A,Ghost Airport
Rostella Airport,AU,N/A,Ghost Airport
Rosevale Resort Airport,AU,N/A,Ghost Airport
Romsey Airport,AU,N/A,Ghost Airport
Rottnest Island Airport,AU,RTS,Ghost Airport
Rutland Plains Airport,AU,RTP,Ghost Airport
Rudal River Airport,AU,N/A,Ghost Airport
Riveren Airport,AU,N/A,Ghost Airport
Rose Vale Airport,AU,N/A,Ghost Airport
Rawlinna Station Airport,AU,N/A,Ghost Airport
Rowland Flat Airstrip,AU,N/A,Ghost Airport
Ravensworth Airport,AU,N/A,Ghost Airport
Roxby Downs Station Airport,AU,N/A,Ghost Airport
Roy Hill Station Airport,AU,RHL,Ghost Airport
Rawnsley Park Airport,AU,N/A,Ghost Airport
Rylstone Aerodrome,AU,N/A,Ghost Airport
Rayner Place Heliport,AU,N/A,Ghost Airport
Chan Gurney Municipal Airport,US,YKN,Ghost Airport
Youngstown Warren Regional Airport,US,YNG,Ghost Airport
Zhuz-Agach Air Base,KZ,N/A,Ghost Airport
Arkalyk Airport,KZ,N/A,Ghost Airport
Arys Northeast Airport,KZ,N/A,Ghost Airport
Badam Airport,KZ,N/A,Ghost Airport
Buzachi Airport,KZ,N/A,Ghost Airport
Chilik Southeast Airfield,KZ,N/A,Ghost Airport
Sayram Airport,KZ,N/A,Ghost Airport
Former Zhezkazgan Airport,KZ,N/A,Ghost Airport
Gurvey Northeast Airport,KZ,N/A,Ghost Airport
Iliysk North Airport,KZ,N/A,Ghost Airport
Zhetygen Airport,KZ,N/A,Ghost Airport
Karabulak Airport,KZ,N/A,Ghost Airport
Kok-Tyube Airport,KZ,N/A,Ghost Airport
Kostanay Airport,KZ,N/A,Ghost Airport
Sarkand Airport,KZ,N/A,Ghost Airport
Berkut Military Sport Aviation Base Airport,KZ,N/A,Ghost Airport
Zhanaozen Airport,KZ,N/A,Ghost Airport
Yeskiikan Southeast Airport,KZ,N/A,Ghost Airport
Bayserke Airport,KZ,N/A,Ghost Airport
Zhilga South Airport,KZ,N/A,Ghost Airport
Abay Bazar Airport,KZ,N/A,Ghost Airport
Almaty North Airport,KZ,N/A,Ghost Airport
Aitbuzum East Airport,KZ,N/A,Ghost Airport
Aksu Airport,KZ,N/A,Ghost Airport
Arkaylyk South Airport,KZ,N/A,Ghost Airport
Novotroitskoye West Airfield,KZ,N/A,Ghost Airport
Blinkovo Airport,KZ,N/A,Ghost Airport
Bugun Airport,KZ,N/A,Ghost Airport
Burynshik Airport,KZ,N/A,Ghost Airport
Burynshik Southeast Airport,KZ,N/A,Ghost Airport
Chikment / Khatynkopir Airport,KZ,N/A,Ghost Airport
Chubarovka Airport,KZ,N/A,Ghost Airport
Dzhetygara Airport,KZ,N/A,Ghost Airport
Moinkum Airport,KZ,N/A,Ghost Airport
Karagandy Southeast Airport,KZ,N/A,Ghost Airport
Karaganda Southwest Airport,KZ,N/A,Ghost Airport
Karazhal Airport,KZ,N/A,Ghost Airport
Kegan Airport,KZ,N/A,Ghost Airport
Kentau Airport,KZ,N/A,Ghost Airport
Kokshetau Old Airport,KZ,N/A,Ghost Airport
Krasnyy Most East Airport,KZ,N/A,Ghost Airport
Kyzylasker Airport,KZ,N/A,Ghost Airport
Kyzylkishlak Airport,KZ,N/A,Ghost Airport
Kyzylorda Old Airport,KZ,N/A,Ghost Airport
Narynkol Airport,KZ,N/A,Ghost Airport
Novotroitskoye Airport,KZ,N/A,Ghost Airport
Obruchevka Airport,KZ,N/A,Ghost Airport
Pervomoyevka Airport,KZ,N/A,Ghost Airport
Petropavl North Airport,KZ,N/A,Ghost Airport
Podgorny Airport,KZ,N/A,Ghost Airport
Rodnikovskiy Airport,KZ,N/A,Ghost Airport
Sary Agach Airport,KZ,N/A,Ghost Airport
Shagyr Airport,KZ,N/A,Ghost Airport
Shelpe Southeast Airport,KZ,N/A,Ghost Airport
Stepnoye East Airport,KZ,N/A,Ghost Airport
Stepnoye West Airport,KZ,N/A,Ghost Airport
Syugaty Airport,KZ,N/A,Ghost Airport
Taganassay Airport,KZ,N/A,Ghost Airport
Tamerlanovka Airport,KZ,N/A,Ghost Airport
Togyzbay Airport,KZ,N/A,Ghost Airport
Turkestan Airport,KZ,N/A,Ghost Airport
Uralsk West Airport,KZ,N/A,Ghost Airport
Ush Tobe Airport,KZ,N/A,Ghost Airport
Volskoye Airport,KZ,N/A,Ghost Airport
Aksuyek Airport,KZ,N/A,Ghost Airport
Aktogay Air Base,KZ,N/A,Ghost Airport
Kurchatov Airfield,KZ,N/A,Ghost Airport
Zhangiztobe Air Base,KZ,N/A,Ghost Airport
Zhosaly Airport,KZ,N/A,Ghost Airport
Karas Air Base,KZ,N/A,Ghost Airport
Aksu Heliport,KZ,N/A,Ghost Airport
Chundzha Airfield,KZ,N/A,Ghost Airport
Dzhaman Kuduk Air Base,KZ,N/A,Ghost Airport
Charyn Airfield,KZ,N/A,Ghost Airport
Blagoveshchenskoye-Chu Airport,KZ,N/A,Ghost Airport
Tughyl Airport,KZ,N/A,Ghost Airport
Zaysan West Airport,KZ,N/A,Ghost Airport
Akzhar Airport,KZ,N/A,Ghost Airport
Akkala Airport,KZ,N/A,Ghost Airport
Zubovsk Airport,KZ,N/A,Ghost Airport
Akchatau Airport,KZ,N/A,Ghost Airport
Gora Sasyrly Airport,KZ,N/A,Ghost Airport
Koktas Southwest Airport,KZ,N/A,Ghost Airport
Koktas Airport,KZ,N/A,Ghost Airport
Kambala Air Base,KZ,N/A,Ghost Airport
Jeppesen Avia Club Airport,KZ,N/A,Ghost Airport
Yrgyz Airport,KZ,N/A,Ghost Airport
Beyneu Airport,KZ,N/A,Ghost Airport
Novotroitskoye Airport,KZ,N/A,Ghost Airport
Amangeldy Airfield,KZ,N/A,Ghost Airport
Aktau Summer Sea Residence Heliport,KZ,N/A,Ghost Airport
Aktau Summer Sea Harbor Heliport,KZ,N/A,Ghost Airport
Sayakhat Beach Heliport,KZ,N/A,Ghost Airport
Balkhash East Airfield,KZ,N/A,Ghost Airport
Barshatas Airfield,KZ,N/A,Ghost Airport
Tekeli Heliport,KZ,N/A,Ghost Airport
Kyzylagash Heliport,KZ,N/A,Ghost Airport
Sarkand Heliport,KZ,N/A,Ghost Airport
Arman Dala Airstrip,KZ,N/A,Ghost Airport
Azem/Talis Aeroclub Airfield,KZ,N/A,Ghost Airport
Ushkonyr Mountain Heliport,KZ,N/A,Ghost Airport
Shelek Heliport,KZ,N/A,Ghost Airport
Karashoky Airport,KZ,N/A,Ghost Airport
Moyynkum Airport,KZ,N/A,Ghost Airport
Zhuantobe Airport,KZ,N/A,Ghost Airport
Kokpek Highway Strip,KZ,N/A,Ghost Airport
Romanovka Airfield,KZ,N/A,Ghost Airport
Zholaman Airfield,KZ,N/A,Ghost Airport
Stolichny Airfield,KZ,N/A,Ghost Airport
Balapan Airfield,KZ,N/A,Ghost Airport
Ulken Airport,KZ,N/A,Ghost Airport
Bayanaul Airport,KZ,N/A,Ghost Airport
Korshunovo Heliport,KZ,N/A,Ghost Airport
Kabanbay Airport,KZ,N/A,Ghost Airport
Bautino East Heliport,KZ,N/A,Ghost Airport
Malaya Almatynka Helipad,KZ,N/A,Ghost Airport
MCHS Heliport,KZ,N/A,Ghost Airport
Karakum Private Heliport,KZ,N/A,Ghost Airport
Kendirli Recreation Center Heliport,KZ,N/A,Ghost Airport
ERSAI Heliport,KZ,N/A,Ghost Airport
Ikum Heliport,KZ,N/A,Ghost Airport
Bautino Port Heliport,KZ,N/A,Ghost Airport
Teniz Hotel Heliport,KZ,N/A,Ghost Airport
Akku Hotel Complex Heliport,KZ,N/A,Ghost Airport
Sarykamys Airport,KZ,N/A,Ghost Airport
Yuzhnyy Tengiz Heliport,KZ,N/A,Ghost Airport
Almaty City Clinical Hospital Number 4 Heliport,KZ,N/A,Ghost Airport
Shengeldy East Heliport,KZ,N/A,Ghost Airport
Shengeldy North Heliport,KZ,N/A,Ghost Airport
Lepsy Airfield,KZ,N/A,Ghost Airport
Dzhaksy Dzhartasskiy Airport,KZ,N/A,Ghost Airport
Bayanaul Heliport,KZ,N/A,Ghost Airport
Kazakhstan Heliport,KZ,N/A,Ghost Airport
Zhezkent Heliport,KZ,N/A,Ghost Airport
Shelek Airport,KZ,N/A,Ghost Airport
Baikonur Cosmodrome Heliport,KZ,N/A,Ghost Airport
Baikonur Russian Ministry of Internal Affairs Heliport,KZ,N/A,Ghost Airport
Baikonur Number 1 Hospital Heliport,KZ,N/A,Ghost Airport
Ak Sunkar Airport,KZ,N/A,Ghost Airport
Zhezkazgan Heliport,KZ,N/A,Ghost Airport
Karazhal Heliport,KZ,N/A,Ghost Airport
Former Lepsy Airport,KZ,N/A,Ghost Airport
Dolon Southwest Air Base,KZ,N/A,Ghost Airport
Dolon Air Base,KZ,N/A,Ghost Airport
Atbasar Airport,KZ,ATX,Ghost Airport
Eglin Auxiliary Field 6 Airport,US,N/A,Ghost Airport
Fort Lewis Road / Pacemaker Landing Zone Airport,US,N/A,Ghost Airport
Davison Army Airfield Heliport,US,N/A,Ghost Airport
West Bend Municipal Helipad,US,N/A,Ghost Airport
Naval Medical Center Helipad,US,N/A,Ghost Airport
Camp Roberts Army Heliport,US,N/A,Ghost Airport
Pyramid Head Helipad,US,N/A,Ghost Airport
Marine Corps Recruit Depot Heliport,US,N/A,Ghost Airport
Ottawa Executive Airport,US,N/A,Ghost Airport
Elkin Municipal Airport,US,N/A,Ghost Airport
Schuylkill County Joe Zerbey Airport,US,N/A,Ghost Airport
Zephyrhills Municipal Airport,US,ZPH,Ghost Airport
Zanesville Municipal Airport,US,ZZV,Ghost Airport
Pebbly Beach Seaplane Base,US,N/A,Ghost Airport
Fallbrook Community Airpark,US,N/A,Ghost Airport
Coal Creek Airport,US,N/A,Ghost Airport
Pearce Ferry Airport,US,N/A,Ghost Airport
Rio Linda Airport,US,N/A,Ghost Airport
Grand Canyon Caverns Airport,US,PGS,Ghost Airport
Moundville Airport,US,N/A,Ghost Airport
Oceano County Airport,US,N/A,Ghost Airport
Lodi Airpark,US,N/A,Ghost Airport
Agua Caliente Airport,US,N/A,Ghost Airport
Shoshone Airport,US,N/A,Ghost Airport
Jacumba Airport,US,N/A,Ghost Airport
Mackeys Lakes Seaplane Base,US,N/A,Ghost Airport
Ida's Heliport,US,N/A,Ghost Airport
Kibs Air Park,US,N/A,Ghost Airport
Ocotillo Airport,US,N/A,Ghost Airport
Alamo Landing Field,US,N/A,Ghost Airport
Robe Lake Seaplane Base,US,N/A,Ghost Airport
Jones Landing Seaplane Base,US,N/A,Ghost Airport
LS 6 Airfield,LA,N/A,Ghost Airport
Long Tieng Airfield,LA,N/A,Ghost Airport
Muang Ou Tai Airport,LA,N/A,Ghost Airport
Muang Souy Airfield,LA,N/A,Ghost Airport
Khoksa Airfield,LA,N/A,Ghost Airport
Above Laos Ballooning,LA,N/A,Ghost Airport
Baton Rouge General Medical Center Heliport,US,N/A,Ghost Airport
Millers Flying Service Airport,US,N/A,Ghost Airport
Hammond Developmental Center Heliport,US,N/A,Ghost Airport
Baton Rouge Heliport,US,N/A,Ghost Airport
St Luke General Hospital Heliport,US,N/A,Ghost Airport
Price Ultralightport,US,N/A,Ghost Airport
Air Logistics (Intracoastal City) Heliport,US,N/A,Ghost Airport
Nl Baroid Heliport,US,N/A,Ghost Airport
Louisiana State Police Troop B Helipad Heliport,US,N/A,Ghost Airport
Shaw Crop Service Airport,US,N/A,Ghost Airport
Coffman Heliport,US,N/A,Ghost Airport
Castille Field,US,N/A,Ghost Airport
Bunkie General Hospital Heliport,US,N/A,Ghost Airport
CHRISTUS Coushatta Health Care Center Heliport,US,N/A,Ghost Airport
CHRISTUS St Frances Cabrini Hospital Heliport,US,N/A,Ghost Airport
Chloe Airport,US,N/A,Ghost Airport
PG&E Livermore Training Center Heliport,US,N/A,Ghost Airport
Citizens Medical Center Heliport,US,N/A,Ghost Airport
St Tammany Parish Hospital Heliport,US,N/A,Ghost Airport
Central Farmers Coop Airport,US,N/A,Ghost Airport
Unicorn Airport,US,N/A,Ghost Airport
Texas Eastern Transmission Maintenance Hq Heliport,US,N/A,Ghost Airport
Louisiana State Police Headquarters Heliport,US,N/A,Ghost Airport
Byrd Regional Hospital Heliport,US,N/A,Ghost Airport
Phoenix Airport,US,N/A,Ghost Airport
Lake Air Service Airport,US,N/A,Ghost Airport
Cuba Farm Airport,US,N/A,Ghost Airport
Reno Flight Park Airport,US,N/A,Ghost Airport
Summerville Airstrip,US,N/A,Ghost Airport
Whitehall Field Ultralightport,US,N/A,Ghost Airport
West Feliciana Parish Hospital Heliport,US,N/A,Ghost Airport
Pelican Seaplane Base,US,N/A,Ghost Airport
Chalkley Heliport,US,N/A,Ghost Airport
F L Braughton Airport,US,N/A,Ghost Airport
Dupuis Airport,US,N/A,Ghost Airport
Capozzoli Airport,US,N/A,Ghost Airport
Air Logistics 2 Heliport,US,N/A,Ghost Airport
Calpine Heliport,US,N/A,Ghost Airport
Landmark of Plaquemine Heliport,US,N/A,Ghost Airport
Omni Airport,US,N/A,Ghost Airport
Marathon Venice Heliport,US,N/A,Ghost Airport
Max Airport,US,N/A,Ghost Airport
Fourchon Base Heliport,US,N/A,Ghost Airport
Detel Airport,US,N/A,Ghost Airport
Stuart Airstrip,US,N/A,Ghost Airport
T & M Ag Aviation Airport,US,N/A,Ghost Airport
Tensas Flying Service Airport,US,N/A,Ghost Airport
Gilliam Airport,US,N/A,Ghost Airport
Lake Charles Memorial Heliport,US,N/A,Ghost Airport
Naylor Airport,US,N/A,Ghost Airport
Kinder Ag Service Airport,US,N/A,Ghost Airport
Thibodaux Regional Medical Center Heliport,US,N/A,Ghost Airport
Live Oak Landing Strip,US,N/A,Ghost Airport
Kenan Airstrip,US,N/A,Ghost Airport
Grande View Lodge Heliport,US,N/A,Ghost Airport
Travis Airport,US,N/A,Ghost Airport
Bayou Boeuf Seaplane Base,US,N/A,Ghost Airport
Acadian Medical Center Heliport,US,N/A,Ghost Airport
Arco Morgan City Heliport,US,N/A,Ghost Airport
Angola Airstrip,US,N/A,Ghost Airport
Zaunbrecher Strip,US,N/A,Ghost Airport
Jenkins Heliport,US,N/A,Ghost Airport
O'Brien Flying Service Airport,US,N/A,Ghost Airport
Dauterive Hospital Heliport,US,N/A,Ghost Airport
Huffaker Field,US,N/A,Ghost Airport
CAGC Berwick Heliport,US,N/A,Ghost Airport
Glenn's Strip Ultralightport,US,N/A,Ghost Airport
Spillers Club Airport,US,N/A,Ghost Airport
Tebow Airport,US,N/A,Ghost Airport
Cagc Dock Heliport,US,N/A,Ghost Airport
Sycamore Airport,US,N/A,Ghost Airport
Popeyes Heliport,US,N/A,Ghost Airport
VA Medical Center Heliport,US,N/A,Ghost Airport
McCutcheon Field,US,N/A,Ghost Airport
Our Lady of the Lake Ascension Hospital Heliport,US,N/A,Ghost Airport
Tenneco-Cocodrie Heliport,US,N/A,Ghost Airport
Covington-Vincent Airport,US,N/A,Ghost Airport
Walsh Airport,US,N/A,Ghost Airport
Gary Landing Strip Ultralightport,US,N/A,Ghost Airport
Union Dulac Heliport,US,N/A,Ghost Airport
Children's Hospital Heliport,US,N/A,Ghost Airport
Abbeville General Hospital Heliport,US,N/A,Ghost Airport
Riverbend Heliport,US,N/A,Ghost Airport
West Bay Seaplane Base,US,N/A,Ghost Airport
Ochsner Medical Center Baton Rouge Heliport,US,N/A,Ghost Airport
Layang-Layang Airport,MY,LAC,Ghost Airport
Tiranë Helicopter Base,AL,N/A,Ghost Airport
Kukës International Airport,AL,KFZ,Ghost Airport
Kuçovë Air Base,AL,N/A,Ghost Airport
St George Hospital Helipad,LB,N/A,Ghost Airport
LAU Medical Center Rizk Hospital Helipad,LB,N/A,Ghost Airport
Al Sahel Hospital Helipad,LB,N/A,Ghost Airport
Baadarâne Airport,LB,N/A,Ghost Airport
Baalbek Airfield,LB,N/A,Ghost Airport
Marjayoun Airfield,LB,N/A,Ghost Airport
Tel al Zaatar Airfield,LB,N/A,Ghost Airport
Halat Air Strip,LB,N/A,Ghost Airport
Zboud Airstrip,LB,N/A,Ghost Airport
Unifil UNP 9-66 Helipad,LB,N/A,Ghost Airport
Unifil UNP 9-15 Helipad,LB,N/A,Ghost Airport
Unifil UNP 8-30 Helipad,LB,N/A,Ghost Airport
Unifil UNP 4-28 Helipad,LB,N/A,Ghost Airport
Unifil UNP 4-34 Helipad,LB,N/A,Ghost Airport
Unifil UNP 4-31 Helipad,LB,N/A,Ghost Airport
Unifil UNP 7-2 Helipad,LB,N/A,Ghost Airport
Unifil UNP 7-1 Helipad,LB,N/A,Ghost Airport
Unifil UNP 2-45 (Camp Shamrock) Helipad,LB,N/A,Ghost Airport
Unifil UNP 2-46 (alternatively: 2-45A) Helipad,LB,N/A,Ghost Airport
Unifil HQ Naqoura OP12/OP13 Heliport,LB,N/A,Ghost Airport
Unifil HQ Naqoura Central Helipad,LB,N/A,Ghost Airport
Unifil HQ Naqoura Hospital Helipad,LB,N/A,Ghost Airport
Unifil UNP 1-0A Helipad,LB,N/A,Ghost Airport
Unifil UNP 1-21 Helipad,LB,N/A,Ghost Airport
Unifil UNP 6-50 Helipad,LB,N/A,Ghost Airport
Unifil UNP 8-34 Helipad,LB,N/A,Ghost Airport
Unifil UNP 9-1 Helipad,LB,N/A,Ghost Airport
Unifil UNP 5-66 Helipad,LB,N/A,Ghost Airport
Unifil UNP 2-1 Helipad,LB,N/A,Ghost Airport
Unifil UNP 2-5 Helipad,LB,N/A,Ghost Airport
Unifil UNP 5-10 Helipad,LB,N/A,Ghost Airport
Unifil UNP 2-3 Helipad,LB,N/A,Ghost Airport
Al Bayyadah Helipad,LB,N/A,Ghost Airport
Tsalapitsa Airfield,BG,N/A,Ghost Airport
Sofia West Airfield,BG,N/A,Ghost Airport
Tenevo Airstrip,BG,N/A,Ghost Airport
Maslarevo Airstrip,BG,N/A,Ghost Airport
Stryama Airfield,BG,N/A,Ghost Airport
Levski Airfield,BG,N/A,Ghost Airport
Leskovo Airfield,BG,N/A,Ghost Airport
Golyama Smolnitsa Airstrip,BG,N/A,Ghost Airport
Sokolovo Airstrip,BG,N/A,Ghost Airport
Kamenets Air Base,BG,N/A,Ghost Airport
Alfa-Metal Airfield,BG,N/A,Ghost Airport
Bahovitsa Airfield,BG,N/A,Ghost Airport
Bohot Airfield,BG,N/A,Ghost Airport
Byala Airfield,BG,N/A,Ghost Airport
Bazan Airstrip,BG,N/A,Ghost Airport
Daskal-Atanasovo Airfield,BG,N/A,Ghost Airport
Dolna Banya Airfield,BG,N/A,Ghost Airport
Gorski Izvor Airstrip,BG,N/A,Ghost Airport
Gorna Oryahovitsa Airport,BG,GOZ,Ghost Airport
Grivitsa Airfield,BG,N/A,Ghost Airport
Ihtiman Airfield,BG,N/A,Ghost Airport
Kaynardzha Airfield,BG,N/A,Ghost Airport
Kalvacha Airfield,BG,N/A,Ghost Airport
Lozen Heliport,BG,N/A,Ghost Airport
Lesnovo Airfield,BG,N/A,Ghost Airport
Luabo Airport,MZ,LBM,Ghost Airport
Maritsa Airfield,BG,N/A,Ghost Airport
Montana Airfield,BG,N/A,Ghost Airport
Graf Ignatievo Air Base,BG,N/A,Ghost Airport
Dolna Mitropoliya Air Base,BG,N/A,Ghost Airport
Primorsko Airfield,BG,N/A,Ghost Airport
Erden Airfield,BG,N/A,Ghost Airport
Ruse Airport,BG,ROU,Ghost Airport
Slanchev Bryag (Sunny Beach) Airstrip,BG,N/A,Ghost Airport
Studen Kladenets Seaplane Base,BG,N/A,Ghost Airport
Sliven Barshen Airfield,BG,N/A,Ghost Airport
Stryama Airfield,BG,N/A,Ghost Airport
Sveta Marina Hospital Helistrip,BG,N/A,Ghost Airport
Stara Zagora Airport,BG,SZR,Ghost Airport
Vidin Smurdan Airfield,BG,N/A,Ghost Airport
Vratsa Airfield,BG,N/A,Ghost Airport
Balchik Airfield,BG,N/A,Ghost Airport
Chayka Naval Air Base,BG,N/A,Ghost Airport
Loncopue Airport,AR,LCP,Ghost Airport
RAF Akrotiri,CY,AKT,Ghost Airport
Lošinj Airport,HR,LSZ,Ghost Airport
Vukovar Borovo Recreational Airfield,HR,N/A,Ghost Airport
Osijek-Čepin Airfield,HR,N/A,Ghost Airport
Slavonski Jelas Airfield,HR,N/A,Ghost Airport
Vinkovci Sopot Airfield,HR,N/A,Ghost Airport
Medulin Campanoz Airfield,HR,N/A,Ghost Airport
Unije Airfield,HR,N/A,Ghost Airport
Vrsar Crljenka Airfield,HR,N/A,Ghost Airport
Grobničko Polje Airfield,HR,N/A,Ghost Airport
Otočac Airfield,HR,N/A,Ghost Airport
Hvar Airfield,HR,N/A,Ghost Airport
Sinj Piket Airfield,HR,N/A,Ghost Airport
Varaždin Airfield,HR,N/A,Ghost Airport
Čakovec Pribislavec Airfield,HR,N/A,Ghost Airport
Daruvar Blagorod Airfield,HR,N/A,Ghost Airport
Koprivnica Danic Airfield,HR,N/A,Ghost Airport
Lansdowne Airport,AU,LDW,Ghost Airport
Buševec Velika Glider Field,HR,N/A,Ghost Airport
Zvekovac Airfield,HR,N/A,Ghost Airport
Ivanić-Grad Airstrip,HR,N/A,Ghost Airport
Bjelovar Brezovac Airfield,HR,N/A,Ghost Airport
Zabok-Gubaševo Airfield,HR,N/A,Ghost Airport
Lučko Airfield,HR,N/A,Ghost Airport
Sisak Airfield,HR,N/A,Ghost Airport
Aeródromo forestal de Mojados,ES,N/A,Ghost Airport
Jayena Airfield,ES,N/A,Ghost Airport
Albacete Airport / Los Llanos Air Base,ES,ABC,Ghost Airport
Alcorisa Forestry Heliport,ES,N/A,Ghost Airport
Ampuriabrava Airfield,ES,N/A,Ghost Airport
Shizuoka Eastbound Service Area Heliport,JP,N/A,Ghost Airport
Kitaharima General Medical Center Heliport,JP,N/A,Ghost Airport
Kato Heliport,JP,N/A,Ghost Airport
Ienoshima Heliport,JP,N/A,Ghost Airport
Miki Heliport,JP,N/A,Ghost Airport
Japan Post West Japan Logistics Center Heliport,JP,N/A,Ghost Airport
Takaikami Heliport,JP,N/A,Ghost Airport
Uoshima Heliport,JP,N/A,Ghost Airport
Nishiwaki City Hospital Heliport,JP,N/A,Ghost Airport
Sayo Interchange Heliport,JP,N/A,Ghost Airport
Sogawa Heliport,JP,N/A,Ghost Airport
Onogahara Heliport,JP,N/A,Ghost Airport
Morimachi Heliport,JP,N/A,Ghost Airport
Toon Heliport,JP,N/A,Ghost Airport
Park Tower Shin-Kobe Helipad,JP,N/A,Ghost Airport
Kalmia Toyohashi Helipad,JP,N/A,Ghost Airport
Marks Anesis Tower Higashishizuoka Helipad,JP,N/A,Ghost Airport
Grasword Kusanagi Helipad,JP,N/A,Ghost Airport
Toshima Ward Eastern Regional Office Helipad,JP,N/A,Ghost Airport
Fujitsu Uvance Kawasaki Tower Helipad,JP,N/A,Ghost Airport
NTT East Japan Saitama Shintoshin Building Helipad,JP,N/A,Ghost Airport
Park Tower Shin-Kawasaki Building Helipad,JP,N/A,Ghost Airport
Shin-Kawasaki Twin Tower East Helipad,JP,N/A,Ghost Airport
Shin-Kawasaki Twin Tower West Helipad,JP,N/A,Ghost Airport
Thousand City Helipad,JP,N/A,Ghost Airport
Station Suite Helipad,JP,N/A,Ghost Airport
Takeda Teva Pharma Helipad,JP,N/A,Ghost Airport
Nagoya KS Building Helipad,JP,N/A,Ghost Airport
Nagoya Mitsui Building Helipad,JP,N/A,Ghost Airport
Century Toyota Building Helipad,JP,N/A,Ghost Airport
Meieki Mai Building Helipad,JP,N/A,Ghost Airport
Nagoya Cross Court Tower Helipad,JP,N/A,Ghost Airport
Winc Aichi Helipad,JP,N/A,Ghost Airport
Sakuradori Toyota Building Helipad,JP,N/A,Ghost Airport
